transaction_id,transaction_date,year,quarter,month,month_num,day_of_week,customer_id,customer_segment,region,city,product_category,product_name,quantity,unit_price,gross_revenue,discount_rate,discount_amount,net_revenue,cost,profit,sales_channel,sales_rep,order_status,profit_margin,revenue_per_unit,is_high_value,days_since_start
TXN000117,2022-10-05,2022,Q4,October,10,Wednesday,CUST2438,Individual,South,Bristol,Electronics,Bluetooth Headphones,5,1122.4,7295.6,0.03,218.87,7076.73,4723.01,2353.72,Partner,Rep_06,Completed,33.26,1415.35,True,277
TXN000118,2022-12-23,2022,Q4,December,12,Friday,CUST4292,Smb,South,London,Stationery,Stapler,2,81.13,210.94,0.02,4.22,206.72,118.18,88.54,Direct Sales,Rep_15,Completed,42.83,103.36,False,356
TXN000119,2022-09-23,2022,Q3,September,9,Friday,CUST8842,Government,East,Colchester,Electronics,Laptop Pro,1,1270.34,1270.34,0.02,25.41,1244.93,616.38,628.55,Retail,Rep_03,Completed,50.49,1244.93,False,265
TXN000120,2024-11-25,2024,Q4,November,11,Monday,CUST8088,Enterprise,South,Brighton,Stationery,Pen Collection,24,56.63,1766.86,0.02,35.34,1731.52,860.22,871.3,Online,Rep_08,Completed,50.32,72.15,False,1059
TXN000121,2024-11-28,2024,Q4,November,11,Thursday,CUST5496,Smb,East,Cambridge,Stationery,Notebook Set,4,65.3,339.56,0.03,10.19,329.37,148.41,180.96,Partner,Rep_19,Completed,54.94,82.34,False,1062
TXN000122,2023-11-23,2023,Q4,November,11,Thursday,CUST5336,Smb,North,Manchester,Electronics,Laptop Pro,2,1003.54,2609.2,0.02,52.18,2557.02,1503.91,1053.11,Retail,Rep_10,Completed,41.19,1278.51,False,691
TXN000123,2023-09-11,2023,Q3,September,9,Monday,CUST8430,Enterprise,West,Plymouth,Software,Design Pro,31,121.14,3755.34,0.07,262.87,3492.47,1610.75,1881.72,Online,Rep_20,Completed,53.88,112.66,False,618
TXN000124,2023-10-16,2023,Q4,October,10,Monday,CUST9437,Enterprise,South,Southampton,Stationery,Paper Ream,12,31.76,495.46,0.04,19.82,475.64,225.63,250.01,Partner,Rep_04,Completed,52.56,39.64,False,653
TXN000125,2024-02-26,2024,Q1,February,2,Monday,CUST6123,Smb,South,Southampton,Software,Design Pro,18,274.22,4935.96,0.02,98.72,4837.24,3210.59,1626.65,Direct Sales,Rep_16,Completed,33.63,268.74,False,786
TXN000126,2024-03-16,2024,Q1,March,3,Saturday,CUST1797,Enterprise,South,Southampton,Software,Design Pro,46,272.7,12544.2,0.1,1254.42,11289.78,5483.72,5806.06,Partner,Rep_01,Completed,51.43,245.43,True,805
TXN000127,2024-06-01,2024,Q2,June,6,Saturday,CUST6995,Enterprise,East,Colchester,Furniture,Bookshelf,40,183.25,7330.0,0.03,219.9,7110.1,4024.08,3086.02,Retail,Rep_03,Completed,43.4,177.75,True,882
TXN000128,2024-07-11,2024,Q3,July,7,Thursday,CUST2584,Government,North,Leeds,Stationery,Stapler,3,81.54,244.62,0.08,19.57,225.05,114.7,110.35,Partner,Rep_05,Completed,49.03,75.02,False,922
TXN000129,2024-11-08,2024,Q4,November,11,Friday,CUST1637,Smb,North,Manchester,Software,Project Manager,18,411.78,9635.65,0.02,192.71,9442.94,5494.64,3948.3,Partner,Rep_17,Completed,41.81,524.61,True,1042
TXN000130,2023-10-15,2023,Q4,October,10,Sunday,CUST9311,Government,East,Ipswich,Furniture,Filing Cabinet,1,458.68,596.28,0.06,35.78,560.5,337.5,223.0,Partner,Rep_14,Completed,39.79,560.5,False,652
TXN000131,2022-02-24,2022,Q1,February,2,Thursday,CUST8871,Smb,South,London,Software,Security Pack,9,116.5,1048.5,0.0,0.0,1048.5,717.66,330.84,Retail,Rep_04,Completed,31.55,116.5,False,54
TXN000132,2024-06-22,2024,Q2,June,6,Saturday,CUST4340,Government,South,Bristol,Stationery,Paper Ream,1,88.55,88.55,0.11,9.74,78.81,43.79,35.02,Retail,Rep_18,Completed,44.44,78.81,False,903
TXN000133,2024-09-06,2024,Q3,September,9,Friday,CUST9734,Individual,South,Bristol,Software,Security Pack,3,354.14,1062.42,0.03,31.87,1030.55,471.66,558.89,Partner,Rep_08,Completed,54.23,343.52,False,979
TXN000134,2023-09-04,2023,Q3,September,9,Monday,CUST9011,Individual,East,Cambridge,Furniture,Bookshelf,3,376.72,1130.16,0.01,11.3,1118.86,640.04,478.82,Retail,Rep_18,Completed,42.8,372.95,False,611
TXN000135,2024-03-19,2024,Q1,March,3,Tuesday,CUST5712,Enterprise,East,Norwich,Stationery,Pen Collection,46,93.16,4285.36,0.04,171.41,4113.95,2236.85,1877.1,Partner,Rep_07,Completed,45.63,89.43,False,808
TXN000136,2023-07-10,2023,Q3,July,7,Monday,CUST4972,Enterprise,North,Leeds,Stationery,Pen Collection,8,67.42,539.36,0.02,10.79,528.57,263.8,264.77,Direct Sales,Rep_16,Completed,50.09,66.07,False,555
TXN000137,2022-10-09,2022,Q4,October,10,Sunday,CUST8793,Government,South,Bristol,Electronics,Webcam HD,3,1182.68,4612.45,0.05,230.62,4381.83,2601.8,1780.03,Direct Sales,Rep_03,Completed,40.62,1460.61,False,281
TXN000138,2023-04-21,2023,Q2,April,4,Friday,CUST1595,Government,West,Cardiff,Electronics,Wireless Mouse,3,442.21,1326.63,0.13,172.46,1154.17,464.88,689.29,Retail,Rep_19,Completed,59.72,384.72,False,475
TXN000139,2023-11-18,2023,Q4,November,11,Saturday,CUST9261,Government,West,Cardiff,Stationery,Paper Ream,1,27.35,35.55,0.05,1.78,33.77,20.91,12.86,Partner,Rep_09,Completed,38.08,33.77,False,686
TXN000140,2022-01-29,2022,Q1,January,1,Saturday,CUST7643,Government,South,Brighton,Stationery,Sticky Notes,1,17.81,17.81,0.03,0.53,17.28,7.64,9.64,Partner,Rep_11,Pending,55.79,17.28,False,28
TXN000141,2022-01-14,2022,Q1,January,1,Friday,CUST5374,Individual,South,Bristol,Stationery,Paper Ream,5,62.42,312.1,0.0,0.0,312.1,186.04,126.06,Partner,Rep_08,Completed,40.39,62.42,False,13
TXN000142,2022-08-31,2022,Q3,August,8,Wednesday,CUST9233,Individual,South,Bristol,Software,Security Pack,3,337.42,1012.26,0.02,20.25,992.01,462.53,529.48,Online,Rep_05,Completed,53.37,330.67,False,242
TXN000143,2024-07-20,2024,Q3,July,7,Saturday,CUST5054,Enterprise,West,Cardiff,Stationery,Paper Ream,28,57.54,1611.12,0.01,16.11,1595.01,907.96,687.05,Retail,Rep_02,Completed,43.07,56.96,False,931
TXN000144,2024-11-01,2024,Q4,November,11,Friday,CUST6375,Government,South,Brighton,Furniture,Desk Lamp,5,592.19,3849.24,0.07,269.45,3579.79,2397.27,1182.52,Online,Rep_15,Completed,33.03,715.96,False,1035
TXN000145,2024-07-17,2024,Q3,July,7,Wednesday,CUST1945,Government,West,Exeter,Furniture,Desk Lamp,4,620.13,2480.52,0.04,99.22,2381.3,954.67,1426.63,Partner,Rep_07,Completed,59.91,595.33,False,928
TXN000146,2022-04-03,2022,Q2,April,4,Sunday,CUST2130,Government,North,Manchester,Software,Security Pack,2,179.19,358.38,0.12,43.01,315.37,198.6,116.77,Online,Rep_14,Completed,37.03,157.68,False,92
TXN000147,2024-02-23,2024,Q1,February,2,Friday,CUST9835,Smb,West,Birmingham,Software,Cloud Storage,19,103.38,1964.22,0.02,39.28,1924.94,843.52,1081.42,Partner,Rep_08,Completed,56.18,101.31,False,783
TXN000148,2022-02-16,2022,Q1,February,2,Wednesday,CUST4762,Smb,West,Exeter,Stationery,Paper Ream,10,41.15,411.5,0.01,4.12,407.38,269.91,137.47,Retail,Rep_04,Completed,33.74,40.74,False,46
TXN000149,2024-05-08,2024,Q2,May,5,Wednesday,CUST2653,Enterprise,South,London,Electronics,Wireless Mouse,50,977.12,48856.0,0.13,6351.28,42504.72,20122.59,22382.13,Retail,Rep_02,Completed,52.66,850.09,True,858
TXN000150,2023-04-25,2023,Q2,April,4,Tuesday,CUST4836,Individual,South,Southampton,Furniture,Office Chair,2,303.99,607.98,0.05,30.4,577.58,321.35,256.23,Partner,Rep_14,Completed,44.36,288.79,False,479
TXN000151,2022-05-05,2022,Q2,May,5,Thursday,CUST6642,Government,West,Birmingham,Furniture,Filing Cabinet,4,602.6,2410.4,0.02,48.21,2362.19,1211.66,1150.53,Partner,Rep_18,Completed,48.71,590.55,False,124
TXN000152,2023-04-07,2023,Q2,April,4,Friday,CUST7761,Government,West,Birmingham,Stationery,Pen Collection,3,44.96,134.88,0.03,4.05,130.83,77.71,53.12,Direct Sales,Rep_15,Completed,40.6,43.61,False,461
TXN000153,2022-07-09,2022,Q3,July,7,Saturday,CUST1647,Enterprise,East,Colchester,Furniture,Office Chair,42,673.02,28266.84,0.11,3109.35,25157.49,14280.78,10876.71,Direct Sales,Rep_16,Completed,43.23,598.99,True,189
TXN000154,2023-11-13,2023,Q4,November,11,Monday,CUST2922,Government,South,Brighton,Stationery,Notebook Set,2,72.61,188.79,0.06,11.33,177.46,83.73,93.73,Direct Sales,Rep_11,Completed,52.82,88.73,False,681
TXN000155,2024-02-19,2024,Q1,February,2,Monday,CUST5285,Individual,East,Ipswich,Software,Project Manager,4,259.7,1038.8,0.04,41.55,997.25,494.71,502.54,Retail,Rep_07,Completed,50.39,249.31,False,779
TXN000156,2024-04-27,2024,Q2,April,4,Saturday,CUST1265,Individual,South,Brighton,Electronics,Webcam HD,2,583.75,1167.5,0.02,23.35,1144.15,588.04,556.11,Retail,Rep_08,Completed,48.6,572.08,False,847
TXN000157,2023-11-23,2023,Q4,November,11,Thursday,CUST3756,Individual,West,Exeter,Stationery,Paper Ream,5,22.6,146.9,0.02,2.94,143.96,97.18,46.78,Direct Sales,Rep_18,Cancelled,32.5,28.79,False,691
TXN000158,2022-05-01,2022,Q2,May,5,Sunday,CUST7756,Smb,North,Manchester,Electronics,Laptop Pro,6,288.36,1730.16,0.0,0.0,1730.16,954.56,775.6,Direct Sales,Unassigned,Completed,44.83,288.36,False,120
TXN000159,2024-09-16,2024,Q3,September,9,Monday,CUST1194,Enterprise,North,Newcastle,Software,Productivity Suite,23,291.08,6694.84,0.0,0.0,6694.84,4311.12,2383.72,Partner,Rep_14,Completed,35.61,291.08,True,989
TXN000160,2023-01-03,2023,Q1,January,1,Tuesday,CUST4144,Individual,South,Brighton,Electronics,Laptop Pro,4,547.52,2190.08,0.0,0.0,2190.08,1506.31,683.77,Partner,Rep_15,Completed,31.22,547.52,False,367
TXN000161,2023-04-08,2023,Q2,April,4,Saturday,CUST7640,Government,North,Manchester,Stationery,Notebook Set,1,59.74,59.74,0.1,5.97,53.77,32.85,20.92,Retail,Rep_03,Completed,38.91,53.77,False,462
TXN000162,2024-06-07,2024,Q2,June,6,Friday,CUST4764,Smb,North,Manchester,Stationery,Stapler,4,34.4,137.6,0.03,4.13,133.47,64.61,68.86,Retail,Rep_18,Completed,51.59,33.37,False,888
TXN000163,2022-03-09,2022,Q1,March,3,Wednesday,CUST3362,Government,North,Leeds,Furniture,Bookshelf,5,344.53,1722.65,0.04,68.91,1653.74,1075.58,578.16,Online,Rep_13,Completed,34.96,330.75,False,67
TXN000164,2023-11-11,2023,Q4,November,11,Saturday,CUST1879,Enterprise,North,Liverpool,Software,Design Pro,9,154.46,1807.18,0.05,90.36,1716.82,1082.8,634.02,Retail,Rep_20,Completed,36.93,190.76,False,679
TXN000165,2023-10-31,2023,Q4,October,10,Tuesday,CUST4737,Individual,West,Exeter,Electronics,USB-C Hub,5,761.4,4949.1,0.03,148.47,4800.63,2043.67,2756.96,Retail,Rep_20,Completed,57.43,960.13,False,668
TXN000166,2023-05-20,2023,Q2,May,5,Saturday,CUST7225,Smb,East,Cambridge,Electronics,Laptop Pro,5,611.68,3058.4,0.0,0.0,3058.4,2088.54,969.86,Retail,Rep_15,Completed,31.71,611.68,False,504
TXN000167,2023-07-07,2023,Q3,July,7,Friday,CUST8061,Government,North,Leeds,Electronics,Wireless Mouse,1,334.28,334.28,0.05,16.71,317.57,135.89,181.68,Retail,Rep_20,Completed,57.21,317.57,False,552
TXN000168,2024-02-28,2024,Q1,February,2,Wednesday,CUST2387,Smb,West,Exeter,Electronics,USB-C Hub,7,1090.91,7636.37,0.01,76.36,7560.01,3706.97,3853.04,Direct Sales,Rep_16,Completed,50.97,1080.0,True,788
TXN000169,2022-12-09,2022,Q4,December,12,Friday,CUST8933,Enterprise,West,Plymouth,Software,Security Pack,20,163.26,4244.76,0.11,466.92,3777.84,2073.05,1704.79,Partner,Unassigned,Completed,45.13,188.89,False,342
TXN000170,2022-08-08,2022,Q3,August,8,Monday,CUST6443,Government,North,Newcastle,Furniture,Bookshelf,4,436.14,1744.56,0.12,209.35,1535.21,1009.94,525.27,Partner,Rep_20,Completed,34.21,383.8,False,219
TXN000171,2023-10-19,2023,Q4,October,10,Thursday,CUST7524,Individual,East,Cambridge,Furniture,Filing Cabinet,4,627.67,3263.88,0.05,163.19,3100.69,1967.67,1133.02,Partner,Rep_11,Completed,36.54,775.17,False,656
TXN000172,2024-03-15,2024,Q1,March,3,Friday,CUST1440,Government,South,Brighton,Stationery,Notebook Set,3,49.46,148.38,0.12,17.81,130.57,54.94,75.63,Direct Sales,Rep_14,Completed,57.92,43.52,False,804
TXN000173,2022-10-13,2022,Q4,October,10,Thursday,CUST7932,Government,East,Cambridge,Stationery,Pen Collection,5,50.42,327.73,0.07,22.94,304.79,158.56,146.23,Online,Rep_17,Pending,47.98,60.96,False,285
TXN000174,2024-05-06,2024,Q2,May,5,Monday,CUST5067,Individual,North,Manchester,Electronics,USB-C Hub,1,1041.1,1041.1,0.03,31.23,1009.87,599.37,410.5,Direct Sales,Rep_13,Cancelled,40.65,1009.87,False,856
TXN000175,2023-11-11,2023,Q4,November,11,Saturday,CUST5239,Smb,North,Manchester,Software,Productivity Suite,14,250.6,4560.92,0.02,91.22,4469.7,2699.1,1770.6,Direct Sales,Rep_17,Completed,39.61,319.26,False,679
TXN000176,2022-02-20,2022,Q1,February,2,Sunday,CUST2406,Enterprise,East,Colchester,Software,Productivity Suite,26,206.75,5375.5,0.07,376.29,4999.21,2309.94,2689.27,Direct Sales,Rep_16,Completed,53.79,192.28,True,50
TXN000177,2022-07-19,2022,Q3,July,7,Tuesday,CUST5919,Enterprise,East,Norwich,Software,Cloud Storage,26,60.16,1564.16,0.1,156.42,1407.74,849.07,558.67,Online,Rep_06,Pending,39.69,54.14,False,199
TXN000178,2023-05-15,2023,Q2,May,5,Monday,CUST7985,Government,South,Southampton,Furniture,Desk Lamp,2,668.54,1337.08,0.03,40.11,1296.97,774.54,522.43,Direct Sales,Rep_13,Completed,40.28,648.48,False,499
TXN000179,2023-02-09,2023,Q1,February,2,Thursday,CUST1072,Smb,West,Exeter,Software,Project Manager,4,175.26,701.04,0.03,21.03,680.01,435.1,244.91,Direct Sales,Rep_18,Completed,36.02,170.0,False,404
TXN000180,2023-10-30,2023,Q4,October,10,Monday,CUST9019,Individual,North,Liverpool,Furniture,Filing Cabinet,5,547.35,3557.78,0.01,35.58,3522.2,1780.81,1741.39,Retail,Rep_15,Completed,49.44,704.44,False,667
TXN000181,2023-09-02,2023,Q3,September,9,Saturday,CUST4908,Individual,East,Norwich,Electronics,Wireless Mouse,2,437.96,875.92,0.03,26.28,849.64,446.46,403.18,Online,Rep_05,Completed,47.45,424.82,False,609
TXN000182,2024-05-16,2024,Q2,May,5,Thursday,CUST9022,Individual,South,Brighton,Furniture,Filing Cabinet,4,271.61,1086.44,0.03,32.59,1053.85,695.18,358.67,Direct Sales,Rep_01,Completed,34.03,263.46,False,866
TXN000183,2023-02-04,2023,Q1,February,2,Saturday,CUST9056,Government,West,Exeter,Software,Project Manager,1,269.91,269.91,0.08,21.59,248.32,158.62,89.7,Retail,Rep_08,Completed,36.12,248.32,False,399
TXN000184,2023-07-17,2023,Q3,July,7,Monday,CUST8492,Government,East,Cambridge,Furniture,Desk Lamp,3,522.26,1566.78,0.12,188.01,1378.77,892.04,486.73,Online,Rep_12,Completed,35.3,459.59,False,562
TXN000185,2022-03-27,2022,Q1,March,3,Sunday,CUST2677,Smb,South,Bristol,Software,Project Manager,3,443.66,1330.98,0.02,26.62,1304.36,658.14,646.22,Partner,Rep_03,Completed,49.54,434.79,False,85
TXN000186,2022-08-29,2022,Q3,August,8,Monday,CUST3719,Smb,East,Colchester,Furniture,Standing Desk,3,678.79,2036.37,0.03,61.09,1975.28,1105.53,869.75,Direct Sales,Rep_20,Completed,44.03,658.43,False,240
TXN000187,2023-10-25,2023,Q4,October,10,Wednesday,CUST3221,Government,East,Norwich,Stationery,Sticky Notes,2,99.32,258.23,0.11,28.41,229.82,101.08,128.74,Online,Rep_05,Completed,56.02,114.91,False,662
TXN000188,2023-05-22,2023,Q2,May,5,Monday,CUST7786,Government,South,Southampton,Software,Cloud Storage,1,83.98,83.98,0.06,5.04,78.94,49.33,29.61,Retail,Rep_12,Completed,37.51,78.94,False,506
TXN000189,2024-09-26,2024,Q3,September,9,Thursday,CUST8511,Individual,North,Manchester,Stationery,Stapler,4,81.61,326.44,0.01,3.26,323.18,170.93,152.25,Online,Rep_07,Completed,47.11,80.8,False,999
TXN000190,2023-10-24,2023,Q4,October,10,Tuesday,CUST6631,Enterprise,South,Bristol,Stationery,Sticky Notes,34,18.96,838.03,0.0,0.0,838.03,568.88,269.15,Online,Rep_06,Completed,32.12,24.65,False,661
TXN000191,2022-01-02,2022,Q1,January,1,Sunday,CUST3604,Individual,South,Southampton,Software,Design Pro,3,344.56,1033.68,0.0,0.0,1033.68,619.54,414.14,Online,Rep_06,Completed,40.06,344.56,False,1
TXN000192,2023-09-18,2023,Q3,September,9,Monday,CUST1017,Smb,North,Manchester,Furniture,Filing Cabinet,20,200.66,4013.2,0.01,40.13,3973.07,2399.71,1573.36,Retail,Rep_01,Completed,39.6,198.65,False,625
TXN000193,2023-12-05,2023,Q4,December,12,Tuesday,CUST2160,Smb,South,Bristol,Electronics,Bluetooth Headphones,5,316.13,2054.85,0.01,20.55,2034.3,1038.04,996.26,Retail,Rep_10,Completed,48.97,406.86,False,703
TXN000194,2022-09-30,2022,Q3,September,9,Friday,CUST8210,Individual,North,Leeds,Furniture,Office Chair,2,558.25,1116.5,0.05,55.83,1060.67,620.3,440.37,Direct Sales,Rep_15,Pending,41.52,530.34,False,272
TXN000195,2022-06-27,2022,Q2,June,6,Monday,CUST6759,Government,North,Newcastle,Electronics,Wireless Mouse,2,1228.4,2456.8,0.04,98.27,2358.53,1003.02,1355.51,Partner,Rep_18,Completed,57.47,1179.27,False,177
TXN000196,2023-08-07,2023,Q3,August,8,Monday,CUST7418,Individual,South,Brighton,Electronics,USB-C Hub,2,1218.94,2437.88,0.02,48.76,2389.12,1036.46,1352.66,Online,Rep_16,Completed,56.62,1194.56,False,583
TXN000197,2022-05-26,2022,Q2,May,5,Thursday,CUST7337,Government,East,Cambridge,Electronics,USB-C Hub,2,910.26,1820.52,0.11,200.26,1620.26,1112.04,508.22,Partner,Rep_03,Completed,31.37,810.13,False,145
TXN000198,2022-05-19,2022,Q2,May,5,Thursday,CUST1990,Government,South,London,Electronics,USB-C Hub,5,1017.14,5085.7,0.12,610.28,4475.42,2358.87,2116.55,Partner,Rep_13,Completed,47.29,895.08,False,138
TXN000199,2022-11-09,2022,Q4,November,11,Wednesday,CUST9377,Smb,East,Norwich,Stationery,Notebook Set,14,58.28,1060.7,0.03,31.82,1028.88,647.13,381.75,Direct Sales,Rep_03,Completed,37.1,73.49,False,312
TXN000200,2024-06-14,2024,Q2,June,6,Friday,CUST8118,Enterprise,South,London,Furniture,Office Chair,8,547.99,4383.92,0.05,219.2,4164.72,2592.57,1572.15,Retail,Rep_06,Completed,37.75,520.59,False,895
TXN000201,2022-10-09,2022,Q4,October,10,Sunday,CUST9568,Individual,West,Plymouth,Electronics,Wireless Mouse,3,683.43,2665.38,0.04,106.62,2558.76,1114.13,1444.63,Direct Sales,Rep_01,Completed,56.46,852.92,False,281
TXN000202,2024-05-29,2024,Q2,May,5,Wednesday,CUST2262,Government,North,Liverpool,Stationery,Stapler,1,55.97,55.97,0.07,3.92,52.05,29.67,22.38,Retail,Rep_12,Completed,43.0,52.05,False,879
TXN000203,2022-07-30,2022,Q3,July,7,Saturday,CUST1201,Smb,North,Manchester,Electronics,Wireless Mouse,14,813.29,11386.06,0.05,569.3,10816.76,4907.44,5909.32,Online,Rep_02,Completed,54.63,772.63,True,210
TXN000204,2024-05-08,2024,Q2,May,5,Wednesday,CUST6241,Individual,South,Bristol,Furniture,Bookshelf,1,521.5,521.5,0.03,15.64,505.86,339.22,166.64,Online,Rep_06,Completed,32.94,505.86,False,858
TXN000205,2024-11-22,2024,Q4,November,11,Friday,CUST5625,Individual,North,Newcastle,Electronics,Bluetooth Headphones,4,312.3,1623.96,0.0,0.0,1623.96,747.35,876.61,Partner,Rep_19,Completed,53.98,405.99,False,1056
TXN000206,2023-05-12,2023,Q2,May,5,Friday,CUST9954,Smb,West,Cardiff,Software,Security Pack,15,52.87,793.05,0.0,0.0,793.05,446.06,346.99,Direct Sales,Rep_01,Cancelled,43.75,52.87,False,496
TXN000207,2022-01-03,2022,Q1,January,1,Monday,CUST9680,Smb,North,Leeds,Software,Security Pack,3,271.41,814.23,0.05,40.71,773.52,342.45,431.07,Retail,Rep_09,Completed,55.73,257.84,False,2
TXN000208,2023-04-20,2023,Q2,April,4,Thursday,CUST2565,Smb,West,Birmingham,Software,Security Pack,20,83.67,1673.4,0.0,0.0,1673.4,1001.92,671.48,Retail,Rep_05,Completed,40.13,83.67,False,474
TXN000209,2023-06-19,2023,Q2,June,6,Monday,CUST8417,Individual,East,Ipswich,Stationery,Paper Ream,2,16.72,33.44,0.01,0.33,33.11,20.89,12.22,Direct Sales,Rep_04,Completed,36.91,16.56,False,534
TXN000210,2022-12-03,2022,Q4,December,12,Saturday,CUST2978,Individual,East,Colchester,Software,Cloud Storage,4,253.36,1317.47,0.01,13.17,1304.3,568.64,735.66,Direct Sales,Rep_06,Completed,56.4,326.08,False,336
TXN000211,2023-09-16,2023,Q3,September,9,Saturday,CUST2494,Smb,East,Cambridge,Electronics,Wireless Mouse,3,715.12,2145.36,0.03,64.36,2081.0,994.82,1086.18,Partner,Rep_06,Completed,52.2,693.67,False,623
TXN000212,2024-04-08,2024,Q2,April,4,Monday,CUST8570,Enterprise,South,London,Software,Project Manager,8,104.65,837.2,0.12,100.46,736.74,511.86,224.88,Direct Sales,Rep_05,Completed,30.52,92.09,False,828
TXN000213,2024-03-31,2024,Q1,March,3,Sunday,CUST1357,Enterprise,East,Norwich,Stationery,Notebook Set,33,91.22,3010.26,0.12,361.23,2649.03,1132.71,1516.32,Direct Sales,Rep_11,Completed,57.24,80.27,False,820
TXN000214,2024-08-02,2024,Q3,August,8,Friday,CUST9128,Enterprise,West,Exeter,Electronics,Wireless Mouse,16,1088.18,17410.88,0.05,870.54,16540.34,11123.23,5417.11,Retail,Rep_09,Completed,32.75,1033.77,True,944
TXN000215,2022-11-01,2022,Q4,November,11,Tuesday,CUST9173,Government,South,Southampton,Electronics,Webcam HD,3,279.27,1089.15,0.06,65.35,1023.8,538.28,485.52,Retail,Rep_17,Completed,47.42,341.27,False,304
TXN000216,2022-02-09,2022,Q1,February,2,Wednesday,CUST6636,Individual,West,Exeter,Software,Security Pack,1,171.7,171.7,0.02,3.43,168.27,78.36,89.91,Retail,Rep_09,Completed,53.43,168.27,False,39
TXN000217,2024-08-24,2024,Q3,August,8,Saturday,CUST2640,Smb,South,Brighton,Stationery,Stapler,3,33.99,101.97,0.04,4.08,97.89,66.99,30.9,Direct Sales,Rep_19,Completed,31.57,32.63,False,966
TXN000218,2024-03-06,2024,Q1,March,3,Wednesday,CUST6210,Individual,South,Brighton,Stationery,Pen Collection,3,73.31,219.93,0.05,11.0,208.93,118.9,90.03,Online,Rep_19,Pending,43.09,69.64,False,795
TXN000219,2024-10-05,2024,Q4,October,10,Saturday,CUST2478,Enterprise,West,Birmingham,Stationery,Pen Collection,6,64.15,500.37,0.08,40.03,460.34,184.23,276.11,Direct Sales,Rep_20,Completed,59.98,76.72,False,1008
TXN000220,2022-09-25,2022,Q3,September,9,Sunday,CUST1359,Smb,East,Norwich,Stationery,Pen Collection,18,79.69,1434.42,0.04,57.38,1377.04,947.63,429.41,Direct Sales,Rep_12,Completed,31.18,76.5,False,267
TXN000221,2024-03-21,2024,Q1,March,3,Thursday,CUST3235,Smb,East,Ipswich,Electronics,USB-C Hub,17,1229.4,20899.8,0.03,626.99,20272.81,9168.6,11104.21,Retail,Rep_18,Completed,54.77,1192.52,True,810
TXN000222,2024-01-01,2024,Q1,January,1,Monday,CUST6026,Individual,South,Bristol,Furniture,Desk Lamp,1,265.51,265.51,0.05,13.28,252.23,172.68,79.55,Direct Sales,Rep_13,Pending,31.54,252.23,False,730
TXN000223,2022-03-08,2022,Q1,March,3,Tuesday,CUST2705,Government,East,Cambridge,Furniture,Desk Lamp,1,365.26,365.26,0.04,14.61,350.65,243.6,107.05,Direct Sales,Rep_06,Completed,30.53,350.65,False,66
TXN000224,2022-07-01,2022,Q3,July,7,Friday,CUST4435,Smb,North,Liverpool,Stationery,Paper Ream,5,41.54,207.7,0.04,8.31,199.39,82.64,116.75,Online,Rep_15,Completed,58.55,39.88,False,181
